S05_MC2_HeadMotion.mat
alteration in data type (horizontal)
999,204
999,205
999,7379
999,7380
999,14147
999,14148
999,20914
999,20915
999,27682
999,27683
999,34449
999,34450
999,41216
999,41217
3,6259
3,6260
3,8779
3,8780
3,44385
3,44386
2,25134
2,25135
2,28590
2,28591
2,28592
2,30306
2,30307
2,30347
2,30348
2,31641
2,31642
2,31782
2,31783
2,33125
2,33126
2,33164
2,33165
2,33186
2,33187
2,33188
2,33208
2,33209
2,33221
2,33222
2,33229
2,33230
2,33250
2,33251
2,33258
2,33259
2,33411
2,33412
2,33457
2,33458
2,33491
2,33492
2,33495
2,33496
2,34101
2,34102
2,34103
2,34104
2,34121
2,34122
2,34123
2,34135
2,34136
2,34139
2,34140
2,34141
2,34142
2,34180
2,34181
2,34184
2,34185
2,34191
2,34192
2,34195
2,34196
2,34229
2,34230
2,34235
2,34236
2,34237
2,34263
2,34264
2,34268
2,34269
2,34281
2,34282
2,34303
2,34304
2,34306
2,34307
2,34323
2,34324
2,34325
2,34326
2,34331
2,34332
2,34344
2,34345
2,34353
2,34354
2,34374
2,34375
2,34381
2,34382
2,34383
2,34989
2,34990
2,34992
2,34993
2,34994
2,35006
2,35007
2,35022
2,35023
2,35050
2,35051
2,35070
2,35071
2,35072
2,35073
2,35079
2,35080
2,35081
2,35082
2,35083
2,35090
2,35091
2,35094
2,35095
2,35098
2,35099
2,35102
2,35103
2,35122
2,35123
2,35132
2,35133
2,35141
2,35142
2,35178
2,35179
2,35215
2,35216
2,35224
2,35225
2,35234
2,35235
2,35250
2,35251
2,35270
2,35271
2,35291
2,35292
2,35743
2,35744
2,35786
2,35787
2,35803
2,35804
2,35805
2,35816
2,35817
2,35850
2,35851
2,35922
2,35923
2,35997
2,35998
2,36001
2,36002
2,36034
2,36035
2,36041
2,36042
2,36048
2,36049
2,36056
2,36057
2,36201
2,36202
2,36211
2,36212
2,36224
2,36225
2,36250
2,36251
2,36277
2,36278
2,36846
2,36847
2,37194
2,37195
2,37535
2,37536
2,37537
2,38108
2,38109
2,38641
2,38642
2,39165
2,39166
2,39167
2,39733
2,39734
2,39739
2,39740
2,40080
2,40081
2,40109
2,40110
2,40119
2,40120
2,40124
2,40125
2,40126
2,40248
2,40249
2,40299
2,40300
2,40330
2,40331
2,40357
2,40358
2,40398
2,40399
2,40428
2,40429
2,40432
2,40433
2,40440
2,40441
2,40445
2,40446
2,41090
2,41091
2,41733
2,41734
2,41737
2,41738
2,42288
2,42289
2,42303
2,42304
2,42309
2,42310
2,42315
2,42316
2,42319
2,42320
2,42379
2,42380
2,42384
2,42385
2,42409
2,42410
2,42412
2,42413
2,42422
2,42423
2,42786
2,42787
2,42806
2,42807
2,42824
2,42825
2,42829
2,42830
2,42831
2,42835
2,42836
2,42863
2,42864
2,42868
2,42869
2,42874
2,42875
2,42880
2,42881
2,42999
2,43000
2,43001
2,43060
2,43061
2,43064
2,43065
2,43086
2,43087
2,43090
2,43091
2,43105
2,43106
2,43113
2,43114
2,43127
2,43128
2,43149
2,43150
2,43171
2,43172
2,43176
2,43177
2,43178
2,43183
2,43184
2,43200
2,43201
2,43208
2,43209
2,43214
2,43215
2,43235
2,43236
2,43243
2,43244
2,43277
2,43278
2,43282
2,43283
2,43333
2,43334
2,43351
2,43352
2,43366
2,43367
2,43370
2,43371
2,43793
2,43794
2,43796
2,43797
2,43834
2,43835
2,43841
2,43842
2,43843
2,43844
2,43845
2,43846
2,43853
2,43854
2,43857
2,43858
2,43861
2,43862
2,43866
2,43867
2,43895
2,43896
2,43964
2,43965
2,43976
2,43977
2,43978
2,43979
2,43986
2,43987
2,43988
2,43989
2,43990
2,44007
2,44008
2,44010
2,44011
2,44012
2,44016
2,44017
2,44022
2,44023
2,44041
2,44042
2,44150
2,44151
2,44171
2,44172
2,44173
2,44174
2,44179
2,44180
2,44184
2,44185
2,44189
2,44190
2,44210
2,44211
2,44254
2,44255
2,44256
2,44267
2,44268
2,44270
2,44271
2,44278
2,44279
2,44287
2,44288
2,44765
2,44766
2,44827
2,44828
2,44829
2,44838
2,44839
2,44852
2,44853
2,44857
2,44858
2,44913
2,44914
2,44929
2,44930
2,44945
2,44946
2,44950
2,44951
2,44959
2,44960
2,44961
