S10_MC1_HeadMotion.mat
alteration in data type (horizontal)
999,4882
999,4883
999,11652
999,11653
999,18421
999,18422
999,25190
999,25191
999,31960
999,31961
999,38731
999,38732
3,758
3,759
3,5010
3,5011
3,5031
3,5032
3,5065
3,5066
3,5209
3,5210
3,7228
3,7229
3,8177
3,8178
3,9795
3,9796
3,9797
3,15411
3,15412
3,15413
3,16150
3,16151
3,16413
3,16414
3,16418
3,16419
3,17246
3,17247
3,17248
3,17599
3,17600
3,17720
3,17721
3,20038
3,20039
3,20076
3,20077
3,20178
3,20179
3,20307
3,20308
3,21789
3,21790
3,23549
3,23550
3,23554
3,23555
3,23683
3,23684
3,24183
3,24184
3,24185
3,24357
3,24358
3,24388
3,24389
3,28854
3,28855
3,28906
3,28907
3,34601
3,34602
3,36823
3,36824
3,36967
3,36968
3,38323
3,38324
3,39116
3,39117
4,1653
4,1654
4,1875
4,1876
4,21783
4,21784
4,21785
4,35345
4,35346
4,41004
4,41005
4,44005
4,44006
5,1644
5,1645
5,2175
5,2176
5,4268
5,4269
5,4394
5,4395
5,4416
5,4417
5,4901
5,4902
5,5011
5,5012
5,5069
5,5070
5,6573
5,6574
5,7998
5,7999
5,8094
5,8095
5,8099
5,8100
5,8246
5,8247
5,8803
5,8804
5,9163
5,9164
5,13645
5,13646
5,13776
5,13777
5,13779
5,13780
5,14032
5,14033
5,14123
5,14124
5,14129
5,14130
5,14152
5,14153
5,14173
5,14174
5,14179
5,14180
5,14184
5,14185
5,14192
5,14193
5,14200
5,14201
5,15236
5,15237
5,15377
5,15378
5,15396
5,15397
5,15402
5,15403
5,15681
5,15682
5,16399
5,16400
5,16413
5,16414
5,18341
5,18342
5,18424
5,18425
5,18455
5,18456
5,18487
5,18488
5,18507
5,18508
5,18594
5,18595
5,21530
5,21531
5,21763
5,21764
5,21989
5,21990
5,22014
5,22015
5,22030
5,22031
5,22035
5,22036
5,22086
5,22087
5,27273
5,27274
5,27289
5,27290
5,28683
5,28684
5,28834
5,28835
5,33138
5,33139
5,40656
5,40657
0,1044
0,1045
0,1677
0,1678
0,1680
0,1681
0,1682
0,1694
0,1695
0,1696
0,1700
0,1701
0,1822
0,1823
0,1824
0,2953
0,2954
0,2955
0,6529
0,6530
0,6532
0,6533
0,6953
0,6954
0,7492
